InvoiceID,InvoiceNo,DueDate,InvoiceDate,Paid,Total,InvoiceType,Status,PaymentDate,Title
28777,43211,2021-10-01,2021-09-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
28840,43269,2021-10-01,2021-09-01,135.9800,135.9800,Recurring,Paid,,WCS : Recurring Invoice
28700,43198,2021-09-26,2021-08-27,70.5000,70.5000,Weekly,Paid,,Weekly Invoice
28658,43151,2021-09-19,2021-08-20,115.0000,115.0000,Weekly,Paid,,Weekly Invoice
28605,43095,2021-09-12,2021-08-13,117.0000,117.0000,Weekly,Paid,2021-09-15,Weekly Invoice
28445,42921,2021-09-01,2021-08-01,24.0000,24.0000,Monthly,Paid,2021-09-15,WCS : Monthly Invoice for Monthly Support Contract - Hourly
28498,42971,2021-09-01,2021-08-01,67.9900,67.9900,Recurring,Paid,,WCS : Recurring Invoice
28160,42634,2021-08-01,2021-07-01,24.0000,24.0000,Monthly,Paid,2021-08-03,WCS : Monthly Invoice for Monthly Support Contract - Hourly
28212,42678,2021-08-01,2021-07-01,67.9900,67.9900,Recurring,Paid,2021-08-03,WCS : Recurring Invoice
28096,42564,2021-07-18,2021-06-18,159.0000,159.0000,Weekly,Paid,2021-06-22,Weekly Invoice
28050,42518,2021-07-11,2021-06-11,80.0000,80.0000,Weekly,Paid,2021-06-22,Weekly Invoice
28014,42479,2021-07-04,2021-06-04,117.0000,117.0000,Weekly,Paid,2021-06-22,Weekly Invoice
27916,42396,2021-07-01,2021-06-01,24.0000,24.0000,Monthly,Paid,2021-06-02,WCS : Monthly Invoice for Monthly Support Contract - Hourly
27897,42373,2021-06-27,2021-05-28,288.0000,288.0000,Weekly,Paid,2021-06-02,Weekly Invoice
27853,42327,2021-06-20,2021-05-21,318.0000,318.0000,Weekly,Paid,2021-06-02,Weekly Invoice
27806,42302,2021-06-13,2021-05-14,13.5000,13.5000,Weekly,Paid,,Weekly Invoice
27768,42241,2021-06-06,2021-05-07,140.0000,140.0000,Weekly,Paid,,Weekly Invoice
27672,42194,2021-06-01,2021-05-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
27651,42153,2021-05-30,2021-04-30,47.0000,47.0000,Weekly,Paid,,Weekly Invoice
27612,42093,2021-05-23,2021-04-23,29.0000,29.0000,Weekly,Paid,,Weekly Invoice
27414,41900,2021-05-02,2021-04-02,26.0000,26.0000,Weekly,Paid,,Weekly Invoice
27433,41981,2021-05-01,2021-04-01,36.0000,36.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
27372,41860,2021-04-25,2021-03-26,285.0000,285.0000,Weekly,Paid,,Weekly Invoice
27338,41824,2021-04-18,2021-03-19,54.5000,54.5000,Weekly,Paid,,Weekly Invoice
27295,41797,2021-04-11,2021-03-12,68.5000,68.5000,Weekly,Paid,,Weekly Invoice
27250,41731,2021-04-04,2021-03-05,68.5000,68.5000,Weekly,Paid,,Weekly Invoice
27148,41668,2021-04-01,2021-03-01,36.0000,36.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
27098,41590,2021-03-21,2021-02-19,88.0000,88.0000,Weekly,Paid,2021-02-24,Weekly Invoice
27052,41542,2021-03-14,2021-02-12,107.5000,107.5000,Weekly,Paid,2021-02-24,Weekly Invoice
27008,41476,2021-03-07,2021-02-05,50.0000,50.0000,Weekly,Paid,2021-02-24,Weekly Invoice
26879,41412,2021-03-01,2021-02-01,36.0000,36.0000,Monthly,Paid,2021-02-24,WCS : Monthly Invoice for Monthly Support Contract - Hourly
26832,41345,2021-02-21,2021-01-22,102.5000,102.5000,Weekly,Paid,2021-01-26,Weekly Invoice
26689,41202,2021-02-01,2021-01-01,88.2400,88.2400,Recurring,Paid,2021-01-26,WCS : Recurring Invoice
26636,41195,2021-02-01,2021-01-01,36.0000,36.0000,Monthly,Paid,2021-01-26,WCS : Monthly Invoice for Monthly Support Contract - Hourly
26628,41148,2021-01-31,2021-01-01,12.0000,12.0000,Weekly,Paid,2021-01-26,Weekly Invoice
26591,41108,2021-01-24,2020-12-25,89.0000,89.0000,Weekly,Paid,2021-01-11,Weekly Invoice
26558,41086,2021-01-23,2020-12-24,300.0000,300.0000,One-Time,Paid,2021-01-11,One-Time Invoice For Phase 4
26553,41070,2021-01-17,2020-12-18,69.0000,69.0000,Weekly,Paid,2020-12-23,Weekly Invoice
26512,41017,2021-01-10,2020-12-11,44.5000,44.5000,Weekly,Paid,2020-12-23,Weekly Invoice
26469,40975,2021-01-03,2020-12-04,58.5000,58.5000,Weekly,Paid,2020-12-23,Weekly Invoice
26415,40922,2021-01-01,2020-12-01,20.2500,20.2500,Recurring,Paid,2020-12-23,WCS : Recurring Invoice
26362,40872,2021-01-01,2020-12-01,36.0000,36.0000,Monthly,Paid,2020-12-23,WCS : Monthly Invoice for Monthly Support Contract - Hourly
26353,40863,2020-12-27,2020-11-27,125.0000,125.0000,Weekly,Paid,2020-11-30,Weekly Invoice
26317,40828,2020-12-20,2020-11-20,163.5000,163.5000,Weekly,Paid,2020-11-30,Weekly Invoice
26278,40792,2020-12-13,2020-11-13,186.0000,186.0000,Weekly,Paid,2020-11-30,Weekly Invoice
26234,40723,2020-12-06,2020-11-06,77.5000,77.5000,Weekly,Paid,2020-11-30,Weekly Invoice
26126,40652,2020-12-01,2020-11-01,24.0000,24.0000,Monthly,Paid,2020-11-30,WCS : Monthly Invoice for Monthly Support Contract - Hourly
26121,40627,2020-11-29,2020-10-30,8.5000,8.5000,Weekly,Paid,2020-11-30,Weekly Invoice
26079,40585,2020-11-22,2020-10-23,33.7500,33.7500,Weekly,Paid,2020-10-30,Weekly Invoice
25935,40442,2020-11-01,2020-10-02,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
25814,40336,2020-11-01,2020-10-01,24.0000,24.0000,Monthly,Paid,2020-10-05,WCS : Monthly Invoice for Monthly Support Contract - Hourly
25808,40327,2020-10-25,2020-09-25,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
25712,40218,2020-10-11,2020-09-11,64.5000,64.5000,Weekly,Paid,2020-10-05,Weekly Invoice
25665,40169,2020-10-04,2020-09-04,75.0000,75.0000,Weekly,Paid,2020-10-05,Weekly Invoice
25604,40121,2020-10-01,2020-09-01,135.9800,135.9800,Recurring,Paid,2020-10-05,WCS : Recurring Invoice
25548,40092,2020-10-01,2020-09-01,24.0000,24.0000,Monthly,Paid,2020-10-05,WCS : Monthly Invoice for Monthly Support Contract - Hourly
25543,40050,2020-09-27,2020-08-28,15.0000,15.0000,Weekly,Paid,2020-10-05,Weekly Invoice
25447,39951,2020-09-13,2020-08-14,37.5000,37.5000,Weekly,Paid,2020-09-15,Weekly Invoice
25393,39887,2020-09-06,2020-08-07,175.0000,175.0000,Weekly,Paid,2020-09-15,Weekly Invoice
25331,39856,2020-09-01,2020-08-01,135.9800,135.9800,Recurring,Paid,2020-09-15,WCS : Recurring Invoice
25274,39813,2020-09-01,2020-08-01,24.0000,24.0000,Monthly,Paid,2020-09-15,WCS : Monthly Invoice for Monthly Support Contract - Hourly
25268,39807,2020-08-30,2020-07-31,408.0000,408.0000,Weekly,Paid,2020-09-15,Weekly Invoice
25217,39756,2020-08-23,2020-07-24,870.5000,870.5000,Weekly,Paid,,Weekly Invoice
25169,39711,2020-08-16,2020-07-17,2430.0000,2430.0000,Weekly,Paid,,Weekly Invoice
25080,39665,2020-08-09,2020-07-10,4277.5000,4277.5000,Weekly,Paid,,Weekly Invoice
25038,39611,2020-08-02,2020-07-03,175.0000,175.0000,Weekly,Paid,,Weekly Invoice
24999,39615,2020-08-01,2020-07-01,67.9900,67.9900,Recurring,Paid,,WCS : Recurring Invoice
24922,39521,2020-08-01,2020-07-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
24888,39502,2020-07-26,2020-06-26,575.0000,575.0000,Weekly,Paid,,Weekly Invoice
24843,39458,2020-07-19,2020-06-19,120.5000,120.5000,Weekly,Paid,,Weekly Invoice
24794,39410,2020-07-12,2020-06-12,1008.0000,1008.0000,Weekly,Paid,,Weekly Invoice
24734,39309,2020-07-05,2020-06-05,173.5000,173.5000,Weekly,Paid,,Weekly Invoice
24578,39229,2020-07-01,2020-06-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
24475,39099,2020-06-14,2020-05-15,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
24407,39035,2020-06-07,2020-05-08,37.5000,37.5000,Weekly,Paid,,Weekly Invoice
24275,38964,2020-06-01,2020-05-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
24267,38924,2020-05-31,2020-05-01,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
24172,38793,2020-05-17,2020-04-17,119.5000,119.5000,Weekly,Paid,,Weekly Invoice
24119,38762,2020-05-10,2020-04-10,650.0000,650.0000,Weekly,Paid,,Weekly Invoice
23981,38640,2020-05-03,2020-04-03,375.0000,375.0000,Weekly,Paid,,Weekly Invoice
23991,38709,2020-05-01,2020-04-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
23934,38591,2020-04-26,2020-03-27,112.5000,112.5000,Weekly,Paid,,Weekly Invoice
23882,38535,2020-04-19,2020-03-20,37.5000,37.5000,Weekly,Paid,,Weekly Invoice
23774,38424,2020-04-05,2020-03-06,90.0000,90.0000,Weekly,Paid,,Weekly Invoice
23636,38291,2020-04-01,2020-03-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
23630,38281,2020-03-29,2020-02-28,67.0000,67.0000,Weekly,Paid,,Weekly Invoice
23569,38214,2020-03-22,2020-02-21,62.5000,62.5000,Weekly,Paid,,Weekly Invoice
23514,38154,2020-03-15,2020-02-14,188.0000,188.0000,Weekly,Paid,,Weekly Invoice
23450,38086,2020-03-08,2020-02-07,175.0000,175.0000,Weekly,Paid,,Weekly Invoice
23307,38103,2020-03-01,2020-02-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
23294,37965,2020-03-01,2020-01-31,208.0000,208.0000,Weekly,Paid,,Weekly Invoice
23241,37906,2020-02-23,2020-01-24,700.0000,700.0000,Weekly,Paid,,Weekly Invoice
23189,37850,2020-02-16,2020-01-17,397.5000,397.5000,Weekly,Paid,,Weekly Invoice
23138,37788,2020-02-09,2020-01-10,91.0000,91.0000,Weekly,Paid,,Weekly Invoice
23047,37705,2020-02-01,2020-01-01,108.4900,108.4900,Recurring,Paid,,WCS : Recurring Invoice
22973,37643,2020-02-01,2020-01-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
22793,37460,2020-01-12,2019-12-13,174.5000,174.5000,Weekly,Paid,,Weekly Invoice
22741,37404,2020-01-05,2019-12-06,8.0000,8.0000,Weekly,Paid,,Weekly Invoice
22621,37299,2020-01-01,2019-12-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
22578,37257,2019-12-26,2019-11-26,450.0000,450.0000,One-Time,Paid,,One-Time Invoice For Phase 3
22573,37249,2019-12-26,2019-11-26,600.0000,600.0000,One-Time,Paid,,One-Time Invoice For Phase 4
22577,37256,2019-12-26,2019-11-26,1500.0000,1500.0000,One-Time,Paid,,One-Time Invoice For Phase 2
22567,37243,2019-12-22,2019-11-22,125.0000,125.0000,Weekly,Paid,,Weekly Invoice
22518,37188,2019-12-15,2019-11-15,157.5000,157.5000,Weekly,Paid,,Weekly Invoice
22470,37138,2019-12-08,2019-11-08,245.0000,245.0000,Weekly,Paid,,Weekly Invoice
22427,37090,2019-12-06,2019-11-06,392.4400,392.4400,Invoice,Paid,,Server Hardware
22270,36943,2019-12-01,2019-11-01,1350.0000,1350.0000,One-Time,Paid,,One-Time Invoice For Phase 1
22322,37022,2019-12-01,2019-11-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
22089,36737,2019-11-03,2019-10-04,18.0000,18.0000,Weekly,Paid,,Weekly Invoice
21947,36606,2019-11-01,2019-10-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
21874,36555,2019-10-20,2019-09-20,17.0000,17.0000,Weekly,Paid,,Weekly Invoice
21638,36317,2019-10-01,2019-09-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
21710,36383,2019-10-01,2019-09-01,135.9800,135.9800,Recurring,Paid,,WCS : Recurring Invoice
21330,35993,2019-09-01,2019-08-02,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
21339,36003,2019-09-01,2019-08-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
21279,35938,2019-08-25,2019-07-26,18.0000,18.0000,Weekly,Paid,,Weekly Invoice
21230,35885,2019-08-18,2019-07-19,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
21186,35834,2019-08-11,2019-07-12,25.5000,25.5000,Weekly,Paid,,Weekly Invoice
21134,35784,2019-08-04,2019-07-05,35.0000,35.0000,Weekly,Paid,,Weekly Invoice
20999,35651,2019-08-01,2019-07-02,2100.0000,2100.0000,One-Time,Paid,,One-Time Invoice For Phase 2
21002,35654,2019-08-01,2019-07-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
20989,35644,2019-07-28,2019-06-28,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
20940,35594,2019-07-21,2019-06-21,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
20891,35547,2019-07-20,2019-06-20,1052.9500,1052.9500,Invoice,Paid,,XG 106 w 3 years Ent Protect
20886,35526,2019-07-14,2019-06-14,57.0000,57.0000,Weekly,Paid,,Weekly Invoice
20850,35490,2019-07-13,2019-06-13,750.0000,750.0000,One-Time,Paid,,One-Time Invoice For Phase 1
20838,35386,2019-07-07,2019-06-07,255.0000,255.0000,Weekly,Paid,,Weekly Invoice
20695,35389,2019-07-01,2019-06-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
20684,35328,2019-06-30,2019-05-31,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
20629,35271,2019-06-23,2019-05-24,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
20568,35204,2019-06-16,2019-05-17,125.0000,125.0000,Weekly,Paid,,Weekly Invoice
20346,34987,2019-06-01,2019-05-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
20024,34643,2019-05-01,2019-04-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
19890,34500,2019-04-21,2019-03-22,37.5000,37.5000,Weekly,Paid,,Weekly Invoice
19588,34186,2019-03-31,2019-03-01,445.0000,445.0000,Weekly,Paid,,Weekly Invoice
19618,34213,2019-04-01,2019-03-01,24.0000,24.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
19530,34124,2019-03-24,2019-02-22,93.0000,93.0000,Weekly,Paid,,Weekly Invoice
19294,33922,2019-03-01,2019-02-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
18928,33550,2019-02-01,2019-01-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
19005,33605,2019-02-01,2019-01-01,40.5000,40.5000,Recurring,Paid,,WCS : Recurring Invoice
18847,33467,2019-01-27,2018-12-28,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
18605,33224,2019-01-01,2018-12-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
18578,33194,2018-12-30,2018-11-30,17.0000,17.0000,Weekly,Paid,,Weekly Invoice
18424,33037,2018-12-09,2018-11-09,8.0000,8.0000,Weekly,Paid,,Weekly Invoice
18368,32979,2018-12-02,2018-11-02,105.0000,105.0000,Weekly,Paid,,Weekly Invoice
18243,32902,2018-12-01,2018-11-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
18106,32720,2018-11-11,2018-10-12,52.0000,52.0000,Weekly,Paid,,Weekly Invoice
18026,32648,2018-11-01,2018-10-01,139.9800,139.9800,Recurring,Paid,,WCS : Recurring Invoice
17946,32622,2018-11-01,2018-10-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
17727,32365,2018-10-14,2018-09-14,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
17557,32215,2018-10-07,2018-09-07,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
17583,32312,2018-10-01,2018-09-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
17501,32156,2018-09-30,2018-08-31,192.0000,192.0000,Weekly,Paid,,Weekly Invoice
17452,32099,2018-09-23,2018-08-24,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
17406,32043,2018-09-16,2018-08-17,172.5000,172.5000,Weekly,Paid,,Weekly Invoice
17320,31950,2018-09-09,2018-08-10,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
17341,31972,2018-09-01,2018-08-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
17001,31635,2018-08-12,2018-07-13,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
16840,31434,2018-08-01,2018-07-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
16750,31336,2018-07-22,2018-06-22,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
16693,31265,2018-07-15,2018-06-15,100.0000,100.0000,Weekly,Paid,,Weekly Invoice
16406,31050,2018-07-01,2018-06-01,17.0000,17.0000,Weekly,Paid,,Weekly Invoice
16549,31146,2018-07-01,2018-06-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
16351,30991,2018-06-24,2018-05-25,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
16317,30957,2018-06-17,2018-05-18,0.0000,0.0000,Weekly,Paid,,Weekly Invoice
16156,30818,2018-06-03,2018-05-04,91.0000,91.0000,Weekly,Paid,,Weekly Invoice
16042,30628,2018-06-01,2018-05-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract - Hourly
16013,30716,2018-05-27,2018-04-27,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
15946,30593,2018-05-20,2018-04-20,161.7500,161.7500,Weekly,Paid,,Weekly Invoice
15735,30351,2018-05-06,2018-04-06,150.0000,150.0000,Weekly,Paid,,Weekly Invoice
15761,30414,2018-05-01,2018-04-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Service
15627,30216,2018-04-22,2018-03-23,298.0000,298.0000,Weekly,Paid,,Weekly Invoice
15571,30190,2018-04-15,2018-03-16,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
15365,29935,2018-04-01,2018-03-02,125.0000,125.0000,Weekly,Paid,,Weekly Invoice
15390,30092,2018-04-01,2018-03-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Support Contract
15319,29884,2018-03-25,2018-02-23,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
15130,29694,2018-03-04,2018-02-02,3.7500,3.7500,Weekly,Paid,,Weekly Invoice
14991,29563,2018-03-01,2018-02-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Services Contract (copy) (copy) (copy)
14726,27048,2018-02-01,2018-01-01,152.4800,152.4800,Recurring,Paid,,WCS : Recurring Invoice
14643,27038,2018-02-01,2018-01-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Services Contract (copy) (copy) (copy)
14249,26673,2018-01-01,2017-12-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Services Contract (copy) (copy)
13842,26336,2017-12-01,2017-11-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Services Contract (copy)
12915,25961,2017-11-05,2017-10-06,17.0000,17.0000,Weekly,Paid,,Weekly Invoice
12764,25948,2017-11-01,2017-10-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice for Monthly Services Contract
12243,25712,2017-10-22,2017-09-22,638.0000,638.0000,Weekly,Paid,,Weekly Invoice
11944,25518,2017-10-01,2017-09-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
11670,25049,2017-09-04,2017-08-04,48.0000,48.0000,Weekly,Paid,,Weekly Invoice
11598,25040,2017-09-01,2017-08-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
11401,24761,2017-08-14,2017-07-14,200.0000,200.0000,Weekly,Paid,,Weekly Invoice
11201,24671,2017-08-01,2017-07-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
10995,24350,2017-07-09,2017-06-09,391.0000,391.0000,Weekly,Paid,,Weekly Invoice
10961,24301,2017-07-08,2017-06-08,55.9900,55.9900,Recurring,Paid,,Standard SSL Renewal - secure-calc.wcshipping.com
10922,24229,2017-07-02,2017-06-02,100.0000,100.0000,Weekly,Paid,,Weekly Invoice
10793,24169,2017-07-01,2017-06-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
10748,24050,2017-06-26,2017-05-26,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
10444,23705,2017-06-01,2017-05-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
10142,23434,2017-05-01,2017-04-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
8894,23081,2017-04-10,2017-03-10,125.0000,125.0000,Weekly,Paid,,Weekly Invoice
8698,22936,2017-04-01,2017-03-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
8657,22817,2017-03-24,2017-02-24,488.0000,488.0000,Weekly,Paid,,Weekly Invoice
8606,22759,2017-03-17,2017-02-17,325.0000,325.0000,Weekly,Paid,,Weekly Invoice
8154,22591,2017-03-01,2017-02-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
8355,22422,2017-02-20,2017-01-20,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
7768,22163,2017-02-01,2017-01-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
8321,22412,2017-02-01,2017-01-01,152.4800,152.4800,Recurring,Paid,,Recurring Invoice
7708,22100,2017-01-30,2016-12-30,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
7671,22055,2017-01-23,2016-12-23,25.0000,25.0000,Weekly,Paid,,Weekly Invoice
7561,21945,2017-01-09,2016-12-09,50.0000,50.0000,Weekly,Paid,,Weekly Invoice
7123,21725,2017-01-02,2016-12-02,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
7170,21805,2017-01-01,2016-12-01,12.0000,12.0000,Monthly,Paid,,WCS : Monthly Invoice For Monthly Services
6411,21143,2016-11-20,2016-10-21,1167.0000,1167.0000,Weekly,Paid,,Weekly Invoice
6189,21104,2016-11-13,2016-10-14,67.0000,67.0000,Weekly,Paid,,Weekly Invoice
6090,21002,2016-11-06,2016-10-07,274.0000,274.0000,Weekly,Paid,,Weekly Invoice
6045,20913,2016-10-30,2016-09-30,100.0000,100.0000,Weekly,Paid,,Weekly Invoice
6001,20829,2016-10-23,2016-09-23,133.0000,133.0000,Weekly,Paid,,Weekly Invoice
5950,20788,2016-10-16,2016-09-16,75.0000,75.0000,Weekly,Paid,,Weekly Invoice
5815,20485,2016-09-25,2016-08-26,37.5000,37.5000,Weekly,Paid,,Weekly Invoice
